ID,GU,resi_y,resi_m,q1,q2,q3,q3_1_1,q3_1_2,q3_1_3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q6,q6_op,q7,q8,q9,q9_1,q9_2,q9_2_op,q3_3_1,q3_3_2,q3_3_3,q3_3_4,q3_3_5,q3_3_6,q3_3_7,q3_3_8,q3_3_9,q3_3_10,q3_3_11,q3_3_12,q3_3_13,q3_3_14,q3_3_15,q3_3_16,q3_3_16_op,q9_4,q9_5,q9_5_op,q10,q10_op,q11_1,q11_1_op,q11_2,q11_2_op,q12,q13,q13_1,q13_2,q14,q14_op,q15,q15_op,q16,q16_op,q17,q17_op,q18,q19,q20,q21_op,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9_1,DM9_2,DM9_3,DM9_4,DM10,DM11,DM12,DM12_op,DM13,DM14,DM14_op,DM15,wg,ws
52,3,40.0,9.0,5.0,6.0,4.0,,,,3.0,4.0,4.0,5.0,5.0,5.0,9.0,,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,4.0,,5.0,2.0,,,2.0,,1.0,,2.0,,1.0,,1.0,2.0,3.0,수고하세요,1,58,2.0,4.0,5.0,1.0,1.0,0.0,7.0,,,,1.0,1.0,2.0,,7.0,1.0,,1.0,1599.6,2.8085
53,1,6.0,2.0,5.0,6.0,6.0,,,,1.0,6.0,6.0,6.0,6.0,6.0,4.0,,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3.0,,4.0,2.0,,,1.0,,5.0,,5.0,,3.0,,1.0,1.0,3.0,,2,54,3.0,3.0,2.0,3.0,1.0,0.0,7.0,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,564.83,0.9917
54,2,1.0,4.0,3.0,6.0,5.0,1.0,2.0,3.0,2.0,5.0,4.0,6.0,5.0,5.0,4.0,,4.0,3.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,4.0,,,,4.0,,3.0,,5.0,1.0,5.0,50.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,6.0,고도제한,1,38,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,233.75,0.4104
55,2,9.0,11.0,4.0,6.0,3.0,,,,4.0,4.0,2.0,1.0,2.0,4.0,2.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,6.0,,4.0,2.0,,,3.0,,2.0,,5.0,,1.0,,2.0,3.0,3.0,,2,50,2.0,2.0,3.0,2.0,1.0,1.0,6.0,,,,3.0,,11.0,,6.0,1.0,,1.0,601.92,1.0568
56,2,25.0,0.0,5.0,4.0,3.0,,,,3.0,3.0,3.0,2.0,2.0,3.0,4.0,,2.0,4.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1000.0,2.0,,,,9.0,,10.0,,3.0,2.0,,,5.0,없음,2.0,,5.0,,1.0,,1.0,1.0,3.0,,2,32,1.0,4.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,9.0,1.0,,1.0,142.72,0.2506
57,3,1.0,0.0,1.0,4.0,4.0,,,,5.0,4.0,5.0,5.0,4.0,4.0,9.0,,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,2.0,,3.0,,5.0,1.0,3.0,60.0,3.0,,2.0,,1.0,,1.0,,2.0,1.0,6.0,,2,33,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,226.59,0.3978
58,4,12.0,6.0,5.0,5.0,5.0,,,,1.0,5.0,6.0,5.0,5.0,6.0,7.0,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,6.0,,4.0,,4.0,2.0,,,3.0,,2.0,,5.0,,4.0,,1.0,2.0,5.0,,1,60,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,1.0,7.0,,4.0,1.0,,2.0,979.0,1.7189
59,1,20.0,0.0,3.0,5.0,4.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,8.0,,10.0,,5.0,1.0,2.0,50.0,3.0,,2.0,,1.0,,1.0,,1.0,2.0,5.0,,2,55,2.0,3.0,4.0,1.0,1.0,1.0,6.0,,,,3.0,,2.0,,4.0,1.0,,1.0,569.59,1.0001
60,1,23.0,1.0,1.0,1.0,3.0,,,,3.0,2.0,2.0,2.0,2.0,2.0,6.0,,1.0,4.0,1.0,2.0,4.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2.0,,,,8.0,,11.0,,5.0,3.0,2.0,20.0,3.0,,2.0,,1.0,,1.0,,2.0,2.0,1.0,,2,31,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,3.0,,3.0,198.29,0.3482
61,2,8.0,1.0,5.0,6.0,5.0,,,,4.0,4.0,2.0,4.0,5.0,4.0,1.0,,4.0,4.0,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,1.0,,,,4.0,,2.0,,4.0,1.0,3.0,100.0,3.0,,2.0,,1.0,,1.0,,2.0,2.0,5.0,,2,52,2.0,3.0,3.0,1.0,1.0,0.0,6.0,,,,1.0,4.0,13.0,강사,9.0,4.0,,1.0,601.92,1.0568
62,4,3.0,4.0,4.0,5.0,5.0,8.0,4.0,2.0,1.0,5.0,5.0,6.0,5.0,5.0,9.0,,5.0,5.0,2.0,1.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,2.0,,11.0,,4.0,3.0,1.0,100.0,1.0,,2.0,,1.0,,1.0,,1.0,2.0,3.0,,2,28,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,3.0,,2.0,411.74,0.7229
63,1,20.0,2.0,4.0,4.0,4.0,,,,3.0,5.0,6.0,5.0,5.0,7.0,12.0,,5.0,3.0,1.0,1.0,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,3.0,,,,2.0,,1.0,,3.0,2.0,,,3.0,,2.0,,2.0,,1.0,,1.0,3.0,3.0,,2,32,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,,,2.0,,2.0,,5.0,1.0,,2.0,198.29,0.3482
64,2,15.0,2.0,6.0,5.0,5.0,2.0,7.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,100.0,3.0,,,,4.0,,6.0,,3.0,1.0,3.0,40.0,1.0,,2.0,,5.0,,2.0,,2.0,2.0,5.0,복지,2,51,2.0,1.0,4.0,1.0,1.0,1.0,5.0,,,,2.0,,4.0,,2.0,1.0,,1.0,601.92,1.0568
65,4,9.0,0.0,5.0,6.0,6.0,,,,2.0,6.0,6.0,6.0,5.0,6.0,5.0,,6.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,3.0,,,,2.0,,5.0,,4.0,3.0,2.0,40.0,3.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,30,2.0,3.0,2.0,2.0,2.0,,,,,,3.0,,11.0,,5.0,4.0,,2.0,216.81,0.3807
66,4,2.0,5.0,3.0,3.0,3.0,,,,3.0,2.0,4.0,3.0,3.0,4.0,2.0,,3.0,5.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,4.0,,,,6.0,,3.0,,5.0,1.0,2.0,60.0,3.0,,2.0,,2.0,,1.0,,2.0,1.0,6.0,수원 시내 대중교통 대부분 배차도 너무 길고 수원 내에서 이동해도 한시간 넘게 걸리는 경우가 태반이라 아예 다른 도시로 나가게 됩니다.,2,32,1.0,3.0,4.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,216.81,0.3807
67,4,8.0,1.0,3.0,5.0,5.0,2.0,5.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,7.0,,5.0,1.0,2.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,4.0,,6.0,,3.0,2.0,,,3.0,,2.0,,1.0,,3.0,,2.0,1.0,3.0,,1,47,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,,,1.0,1.0,3.0,,8.0,1.0,,1.0,735.67,1.2917
68,2,1.0,10.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,4.0,,3.0,2.0,,,3.0,,1.0,,1.0,,1.0,,2.0,2.0,3.0,,1,35,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,233.75,0.4104
69,1,20.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,,5.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.0,3.0,,,,2.0,,3.0,,2.0,2.0,,,3.0,,2.0,,2.0,,5.0,,2.0,2.0,6.0,,1,55,2.0,1.0,4.0,1.0,1.0,0.0,6.0,,,,1.0,1.0,8.0,,9.0,1.0,,1.0,1022.33,1.795
70,2,0.0,8.0,5.0,6.0,6.0,2.0,8.0,7.0,4.0,6.0,4.0,4.0,4.0,5.0,1.0,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,8.0,,3.0,2.0,,,3.0,,1.0,,2.0,,1.0,,1.0,2.0,5.0,,2,54,1.0,4.0,2.0,3.0,2.0,,,,,,1.0,4.0,4.0,,2.0,1.0,,2.0,601.92,1.0568
71,4,10.0,5.0,4.0,5.0,5.0,8.0,7.0,6.0,1.0,6.0,5.0,5.0,6.0,5.0,4.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,5.0,,4.0,3.0,2.0,30.0,2.0,,1.0,,1.0,,1.0,,1.0,1.0,5.0,,2,30,1.0,3.0,4.0,1.0,2.0,,,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,216.81,0.3807
72,2,28.0,1.0,6.0,4.0,4.0,,,,2.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,4.0,,5.0,2.0,,,2.0,,6.0,,1.0,,2.0,,2.0,4.0,2.0,ㅅ,2,29,1.0,1.0,4.0,2.0,2.0,,,,,,1.0,1.0,7.0,,9.0,3.0,,2.0,211.0,0.3705
73,2,10.0,1.0,5.0,5.0,6.0,4.0,7.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,9.0,,6.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,3.0,,,,1.0,,4.0,,4.0,1.0,2.0,50.0,1.0,,3.0,,1.0,,1.0,,2.0,2.0,5.0,,2,45,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,3.0,,11.0,,5.0,1.0,,1.0,535.2,0.9397
74,1,21.0,8.0,4.0,5.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,9.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,,4.0,1.0,1.0,30.0,1.0,,5.0,,2.0,,1.0,,1.0,3.0,5.0,,2,68,3.0,4.0,1.0,3.0,2.0,,,,,,3.0,,11.0,,1.0,1.0,,1.0,4162.17,7.3078
75,4,15.0,0.0,4.0,4.0,4.0,,,,2.0,5.0,5.0,5.0,3.0,5.0,1.0,,5.0,2.0,1.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,4.0,,,,4.0,,8.0,,2.0,1.0,1.0,30.0,3.0,,5.0,,1.0,,2.0,,1.0,2.0,3.0,"전통시장확대 물가인하,교통비등인하조정 등",2,56,2.0,3.0,3.0,1.0,1.0,2.0,7.0,,,,2.0,,2.0,,5.0,1.0,,2.0,545.92,0.9585
76,1,3.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,1.0,,4.0,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,2.0,,3.0,,2.0,2.0,,,3.0,,5.0,,4.0,,2.0,,2.0,2.0,3.0,,1,42,1.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,7.0,,5.0,3.0,,3.0,393.96,0.6917
77,4,6.0,7.0,5.0,5.0,6.0,2.0,4.0,7.0,2.0,5.0,5.0,6.0,5.0,6.0,9.0,,5.0,2.0,2.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,4.0,,8.0,,4.0,3.0,4.0,30.0,2.0,,2.0,,2.0,,1.0,,1.0,2.0,3.0,,2,36,2.0,2.0,3.0,2.0,2.0,,,,,,1.0,5.0,4.0,,6.0,3.0,,2.0,266.42,0.4678
78,1,2.0,0.0,4.0,5.0,4.0,,,,4.0,3.0,3.0,3.0,2.0,2.0,4.0,,4.0,4.0,2.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,1.0,,,,4.0,,9.0,,4.0,1.0,2.0,60.0,2.0,,5.0,,2.0,,4.0,,2.0,2.0,5.0,,1,35,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,,6.0,4.0,,2.0,233.83,0.4106
79,2,10.0,0.0,5.0,4.0,4.0,,,,3.0,4.0,4.0,3.0,4.0,4.0,1.0,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,,5.0,,4.0,1.0,3.0,30.0,1.0,,2.0,,1.0,,1.0,,2.0,3.0,3.0,물가안정,2,32,1.0,2.0,4.0,2.0,2.0,,,,,,1.0,1.0,3.0,,4.0,3.0,,1.0,142.72,0.2506
80,3,33.0,2.0,6.0,6.0,6.0,2.0,1.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,,5.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,1.0,,,,1.0,,3.0,,3.0,1.0,3.0,70.0,1.0,,2.0,,2.0,,2.0,,2.0,2.0,3.0,,2,57,2.0,2.0,4.0,1.0,1.0,0.0,7.0,,,,1.0,1.0,13.0,,6.0,3.0,,1.0,488.0,0.8568
81,4,41.0,4.0,6.0,7.0,6.0,5.0,2.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,,2.0,4.0,1.0,1.0,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,1.0,,9.0,,4.0,1.0,6.0,100.0,3.0,,1.0,,2.0,,1.0,,1.0,1.0,1.0,,1,41,1.0,4.0,2.0,3.0,2.0,,,,,,1.0,1.0,3.0,,7.0,1.0,,1.0,545.63,0.958
82,4,12.0,4.0,4.0,4.0,5.0,8.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,4.0,7.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,4.0,,8.0,,3.0,2.0,,,3.0,,4.0,,1.0,,1.0,,2.0,4.0,5.0,,2,55,2.0,1.0,3.0,2.0,1.0,1.0,4.0,,,,3.0,,11.0,,9.0,1.0,,1.0,545.92,0.9585
83,1,9.0,5.0,4.0,4.0,5.0,2.0,7.0,9.0,2.0,5.0,4.0,5.0,5.0,4.0,9.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,9.0,,8.0,,3.0,2.0,,,3.0,,2.0,,2.0,,1.0,,1.0,3.0,3.0,,1,36,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,233.83,0.4106
84,3,6.0,5.0,3.0,4.0,5.0,2.0,7.0,8.0,3.0,4.0,4.0,3.0,3.0,4.0,10.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,6.0,,4.0,1.0,2.0,50.0,3.0,,2.0,,1.0,,1.0,,1.0,2.0,6.0,"교통문제, 대형 쇼핑몰이 생긴 후 근거리 주민은 몰리는 차량으로인해 교통체증을 느끼고 있음",2,41,2.0,3.0,3.0,2.0,1.0,1.0,3.0,,,,3.0,,11.0,,5.0,1.0,,2.0,277.38,0.487
85,4,6.0,5.0,6.0,6.0,6.0,2.0,5.0,4.0,2.0,7.0,6.0,6.0,6.0,6.0,4.0,,6.0,2.0,2.0,1.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,1.0,,,,1.0,,3.0,,4.0,2.0,,,2.0,,2.0,,2.0,,4.0,,2.0,4.0,2.0,,1,38,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,4.0,1.0,,1.0,654.55,1.1492
86,4,9.0,2.0,4.0,4.0,5.0,6.0,5.0,3.0,1.0,6.0,5.0,6.0,5.0,6.0,2.0,,5.0,1.0,2.0,1.0,2.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2.0,,,,2.0,,9.0,,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,2.0,2.0,3.0,,2,33,2.0,3.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,,3.0,,11.0,,6.0,1.0,,1.0,216.81,0.3807
87,4,9.0,10.0,3.0,4.0,4.0,,,,1.0,5.0,5.0,5.0,5.0,5.0,9.0,,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,4.0,,5.0,1.0,3.0,30.0,3.0,,3.0,,5.0,,1.0,,2.0,3.0,3.0,,2,33,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,5.0,1.0,,1.0,216.81,0.3807
88,2,6.0,7.0,4.0,4.0,4.0,,,,2.0,7.0,4.0,5.0,7.0,5.0,1.0,,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,,5.0,,3.0,3.0,1.0,10.0,2.0,,2.0,,5.0,,4.0,,1.0,3.0,5.0,,1,51,2.0,3.0,4.0,2.0,1.0,1.0,7.0,,,,1.0,6.0,13.0,,2.0,1.0,,3.0,681.48,1.1965
89,3,7.0,2.0,2.0,3.0,4.0,,,,2.0,5.0,3.0,5.0,4.0,4.0,3.0,,4.0,3.0,4.0,3.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80.0,1.0,,,,1.0,,3.0,,2.0,2.0,,,3.0,,2.0,,1.0,,2.0,,3.0,2.0,2.0,,2,36,2.0,3.0,2.0,1.0,2.0,,,,,,1.0,1.0,3.0,,8.0,1.0,,1.0,254.32,0.4465
90,1,1.0,0.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,8.0,,4.0,1.0,2.0,40.0,3.0,,1.0,,1.0,,1.0,,2.0,1.0,6.0,,2,30,1.0,3.0,1.0,1.0,2.0,,,,,,1.0,1.0,4.0,,4.0,1.0,,2.0,198.29,0.3482
91,2,12.0,11.0,6.0,6.0,6.0,1.0,8.0,7.0,2.0,6.0,5.0,6.0,7.0,6.0,3.0,,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2.0,,3.0,,4.0,2.0,,,3.0,,4.0,,2.0,,2.0,,3.0,3.0,3.0,수원의 경제가 활성화될수 있는 민생 추진을 요망합니다.,1,63,2.0,3.0,3.0,2.0,1.0,0.0,7.0,,,,3.0,,12.0,,5.0,1.0,,1.0,1819.63,3.1949
92,4,30.0,8.0,1.0,2.0,2.0,,,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,3.0,,5.0,,5.0,1.0,6.0,200.0,3.0,,1.0,,1.0,,3.0,,1.0,1.0,6.0,,1,48,2.0,4.0,5.0,1.0,1.0,1.0,5.0,6.0,,,1.0,1.0,2.0,,9.0,1.0,,1.0,735.67,1.2917
93,4,10.0,6.0,5.0,7.0,6.0,2.0,1.0,3.0,1.0,7.0,7.0,7.0,7.0,6.0,4.0,,5.0,2.0,1.0,2.0,2.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,400.0,3.0,,,,6.0,,3.0,,4.0,1.0,4.0,150.0,3.0,,2.0,,2.0,,1.0,,1.0,1.0,1.0,다세대주택 발코니(베란다) 설치하게 해 주세요,2,55,2.0,3.0,3.0,2.0,1.0,0.0,7.0,,,,1.0,2.0,11.0,,6.0,2.0,,1.0,545.92,0.9585
94,2,5.0,8.0,4.0,5.0,5.0,5.0,7.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,,4.0,3.0,2.0,1.0,2.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,50.0,3.0,,,,9.0,,1.0,,5.0,3.0,3.0,60.0,3.0,,2.0,,1.0,,1.0,,2.0,2.0,5.0,,2,35,2.0,3.0,4.0,2.0,2.0,,,,,,3.0,,11.0,,9.0,2.0,,1.0,175.68,0.3085
95,3,15.0,0.0,3.0,4.0,4.0,,,,4.0,3.0,1.0,1.0,1.0,2.0,11.0,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,별로 안좋아항,3.0,,5.0,,3.0,2.0,,,3.0,,1.0,,5.0,,1.0,,1.0,1.0,5.0,,2,50,2.0,2.0,3.0,1.0,1.0,0.0,6.0,,,,1.0,1.0,7.0,,7.0,1.0,,1.0,512.81,0.9004
96,1,22.0,2.0,4.0,4.0,4.0,,,,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,4.0,,9.0,,5.0,1.0,2.0,100.0,1.0,,4.0,,2.0,,1.0,,2.0,3.0,6.0,ㆍ,2,59,2.0,2.0,3.0,2.0,1.0,0.0,6.0,,,,3.0,,11.0,,7.0,2.0,,1.0,569.59,1.0001
97,1,3.0,10.0,5.0,6.0,6.0,2.0,3.0,7.0,1.0,5.0,6.0,6.0,6.0,5.0,1.0,,6.0,1.0,4.0,1.0,2.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,1.0,,,,2.0,,4.0,,3.0,2.0,,,3.0,,1.0,,1.0,,2.0,,2.0,2.0,5.0,,1,36,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,7.0,1.0,,2.0,233.83,0.4106
98,2,42.0,3.0,6.0,2.0,1.0,,,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,2.0,3.0,2.0,1.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,2.0,,,,4.0,,9.0,,5.0,1.0,6.0,30.0,1.0,,4.0,,2.0,,2.0,,1.0,5.0,3.0,,1,42,1.0,4.0,4.0,1.0,2.0,,,,,,1.0,1.0,2.0,,4.0,2.0,,6.0,499.88,0.8777
99,4,1.0,1.0,3.0,3.0,4.0,,,,3.0,4.0,3.0,4.0,3.0,4.0,11.0,,3.0,3.0,1.0,2.0,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,200.0,1.0,,,,6.0,,2.0,,4.0,1.0,3.0,70.0,3.0,,5.0,,1.0,,1.0,,1.0,2.0,2.0,,2,34,2.0,4.0,2.0,1.0,2.0,,,,,,2.0,,1.0,,9.0,1.0,,3.0,216.81,0.3807
100,2,10.0,5.0,6.0,6.0,5.0,2.0,1.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,,6.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,,,,2.0,,3.0,,2.0,3.0,2.0,20.0,2.0,,2.0,,1.0,,1.0,,1.0,1.0,5.0,,2,30,1.0,2.0,3.0,3.0,2.0,,,,,,1.0,1.0,3.0,,3.0,2.0,,1.0,142.72,0.2506
101,2,4.0,5.0,5.0,5.0,5.0,,,,2.0,5.0,6.0,5.0,5.0,5.0,1.0,,6.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40.0,1.0,,,,1.0,,3.0,,4.0,1.0,2.0,40.0,3.0,,2.0,,1.0,,1.0,,2.0,2.0,3.0,,1,37,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,3.0,,7.0,1.0,,1.0,233.75,0.4104
102,1,20.0,3.0,4.0,5.0,4.0,,,,3.0,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,11.0,,4.0,3.0,2.0,30.0,1.0,,2.0,,2.0,,2.0,,2.0,3.0,1.0,,2,21,1.0,3.0,3.0,1.0,2.0,,,,,,1.0,2.0,4.0,,7.0,1.0,,1.0,1011.4,1.7758
103,1,14.0,1.0,5.0,6.0,6.0,2.0,3.0,5.0,1.0,6.0,6.0,5.0,5.0,6.0,5.0,,5.0,1.0,4.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,4.0,,,,1.0,,2.0,,5.0,2.0,,,4.0,,2.0,,4.0,,1.0,,1.0,1.0,5.0,"장애인, 의료취약계층 복지",2,33,1.0,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,2.0,,7.0,1.0,,1.0,198.29,0.3482
