지표명,산출방법,단위,출처,year,value
교육비 부담도,"가구 생활비 중 부담스러운 지출에 대해 ""교육비""라는 응답 비율",%,"경기도 수원시, 「수원시사회조사」",2010,
평생교육시설 수,"「평생교육법」에 따라 교육청이 관리하는 대상 평생교육시설 수(누적)
▶개원상태인 평생교육시설 중 등록연도별 시설 수 누적(합산) 
▶지역은 소재지 기준, 연도는 등록일자 기준, 등록상태는 개원 기준",개,"행정안전부 공공데이터포털, 전국평생교육시설정보표준데이터",2010,32.0
평생교육 기회 충분성,"평생 교육 기회 충분 정도(만 25세 이상)
※ 충분성 = ""그런 편이다"" + ""매우 그렇다"" 응답 비율
▶2021년 조사: ""잘 모르겠다"" 항목 있음",%,"경기도 수원시, 「수원시사회조사」",2010,
인구십만명당 문화기반시설수,"인구단위(십만명)로 환산한 문화기반시설수
※ 인구 십만명당 문화기반시설수 = (기반시설수 ÷ 주민등록인구) × 100,000
▶문화기반시설: 「도서관법」상 도서관, 「박물관 및 미술관 진흥법」상 박물관, 미술관, 문예회관(종전 「문화예술진흥법」상 문화예술회관) 및 「지방문화원진흥법」상 지방문화원, 문화의 집
",개,문화체육관광부(문화기반과),2010,2.1
1인당 문화관련 예산액,"문화체육관광부, 「지역문화현황통계」의 2017년 인구 1명당 문화관련 예산액 산출방법에 따른 1인당 문화관련 예산액
※ 인구 1명당 문화관련 예산액(천원) = 문화관련 예산(천원) ÷ 주민등록인구(명) 
▶통합재정개요(예산) > 세출 > 총계 > 부문별 세출(총계, 당초) 값 사용
▶문화관련 예산: 본예산 기능별 세출총괄표의 문화 및 관광(060)의 세목인 문화예술(061), 관광(062), 체육(063), 문화재(064) 가운데 문화예술, 문화재의 합으로 함(관광, 체육 제외)
",천원,"▶문화관련 예산: 지방재정365(지방재정통합공개시스템)
▶주민등록인구: 행정안전부, 「주민등록인구현황」",2010,29.079486049177056
문화예술 사업체수,"창작 및 예술관련 서비스업 사업체 수
▶산업 대분류 예술, 스포츠 및 여가관련 서비스업 > 중분류 창작, 예술 및 여가관련 서비스업 > 소분류 창작 및 예술관련 서비스업
▶경기도사업체조사: 등록기반, 10차 개정 기준
",개,"경기도, 「경기도사업체조사」",2010,
인구 십만명당 체육시설수,"인구단위(십만명)로 환산한 등록･신고 체육시설업소 수
※ 인구 십만명당 체육시설수 = (체육시설수 ÷ 주민등록인구) × 100,000",개,"경기도 수원시, 「수원기본통계」
행정안전부, 「주민등록인구현황」",2010,134.84480782526785
지역 축제건수,"문화체육관광부의 연도별 지역축제 정보 중 지역축제 개최 계획 건수
▶연간 개최되는 축제 현황을 소개하기 위해 각 지방자치단체로부터 취합한 자료임. 연초에 수립한 계획 자료임에 따라 중간에 연기, 취소, 변경 가능",건,"문화체육관광부, 지역축제정보",2010,
공연건수,"「공연법」 등에 따라 정부예산이 투입된 지역주민을 대상으로 단발적으로 개최되는 공연행사에 대한 정보 내 공연 건 수
▶지역구분은 제공기관명, 연도는 행사시작일 기준",건,"행정안전부 공공데이터포털, 전국공연행사정보표준데이터",2010,
문화 및 여가지원 충분도 비율,"문화 및 여가 지원 복지서비스의 제공 충분도
※ 충분도 = 7점 척도 중 ⑤ + ⑥ + ⑦ 매우충분하다 응답 비율 ",%,"수원시정연구원, 「수원서베이」",2010,
문화예술행사 관람횟수,"공연 및 스포츠 평균 관람 횟수(전체 또는 관람함)
▶2017년은 경기도사회조사 기준",회,"경기도, 「경기도사회조사」
경기도 수원시, 「수원시사회조사」",2010,
여가시간,"평일과 주말(휴일 포함)의 요일평균 여가시간
※ 요일평균 = {(평일 여가시간 × 5일) + (휴일 여가시간 × 2일)} ÷ 7일",시간,"수원시정연구원, 「수원서베이」",2010,
여가생활만족도,"전반적인 여가활동에 대한 만족도
※ 만족도 = 5점 척도 중 ""매우 만족"" + ""약간 만족"" 응답 비율",%,"경기도 수원시, 「수원시사회조사」",2010,
공공도서관 방문자 수,연간 방문자수(이용자수),명,"경기도 수원시, 「수원기본통계」",2010,6332223.0
자원봉사참여율,"자원봉사활동 참여경험이 ""있다"" 응답 비율",%,"경기도 수원시, 「수원시사회조사」",2010,
사회단체참여율,"평소 참여하고 있는 단체가 ""있다"" 응답 비율",%,"수원시정연구원, 「수원서베이」",2010,
선거투표율,"역대 대통령선거 개표현황
※ 투표율 = (투표자수 ÷ 선거인수) × 100
▶투표일 기준, 구별 합",%,중앙선거관리위원회,2010,
다문화 수용도,"외국인노동자, 새터민, 난민, 성소수자를 직장동료, 친구, 본인 또는 자녀의 배우자로 받아들일 수 있는지에 대해 ""그렇다"" 응답 비율",%,"수원시정연구원, 「수원서베이」",2010,
외국인_직장동료,,%,"수원시정연구원, 「수원서베이」",2010,
외국인_친구,,%,"수원시정연구원, 「수원서베이」",2010,
외국인_배우자,,%,"수원시정연구원, 「수원서베이」",2010,
새터민_직장동료,,%,"수원시정연구원, 「수원서베이」",2010,
새터민_친구,,%,"수원시정연구원, 「수원서베이」",2010,
새터민_배우자,,%,"수원시정연구원, 「수원서베이」",2010,
난민_직장동료,,%,"수원시정연구원, 「수원서베이」",2010,
난민_친구,,%,"수원시정연구원, 「수원서베이」",2010,
난민_배우자,,%,"수원시정연구원, 「수원서베이」",2010,
성소수자_직장동료,,%,"수원시정연구원, 「수원서베이」",2010,
성소수자_친구,,%,"수원시정연구원, 「수원서베이」",2010,
성소수자_배우자,,%,"수원시정연구원, 「수원서베이」",2010,
장애수용도,"장애인을 직장동료, 친구, 본인 또는 자녀의 배우자로 받아들일 수 있는지에 대해 ""그렇다"" 응답 비율",%,"수원시정연구원, 「수원서베이」",2010,
장애인_직장동료,,%,"수원시정연구원, 「수원서베이」",2010,
장애인_친구,,%,"수원시정연구원, 「수원서베이」",2010,
장애인_배우자,,%,"수원시정연구원, 「수원서베이」",2010,
사회적 신뢰,"가족, 이웃, 공공기관에 대한 신뢰도의 평균
※ 사회적 신뢰도 = 가족, 이웃, 공공기관별 7점 척도의 100점 환산 점수의 평균",점,"수원시정연구원, 「수원서베이」",2010,
가족관계 만족도,"전반적인 가족관계에 대한 만족도
※ 만족도 = 5점 척도 중 ""매우만족"" + ""약간만족"" 응답 비율
▶2016년 보기 항목에 ""해당없음"" 없음 / 2018년 ""해당없음"" 포함한 산출 비율 / 2022년, 2024년: ""해당없음"" 제외한 산출 비율 
",%,"경기도 수원시, 「수원시사회조사」",2010,
가사노동분담정도,"부부가 평소 가사 분담을 ""공평하게 분담한다""는 응답 비율",%,"경기도 수원시, 「수원시사회조사」",2010,
사회적고립도,"낙심하거나 우울할 때 이야기를 할 사람, 몸이 아플 때 보살펴 줄 수 있는 사람, 갑자기 금전적인 도움이 필요할 때 돈을 빌려줄 사람이 모두 ""없다""는 응답 비율",%,"수원시정연구원, 「수원서베이」",2010,
지역사회자긍심,"수원시민이라는데 대해 자부심을 ""느낀다""는 응답 비율
※ 자부심 = 7점 척도 중 ⑤ + ⑥ + ⑦ 매우 자부심을 느낀다 응답 비율",%,"수원시정연구원, 「수원서베이」",2010,
이웃신뢰도,"이웃에 대한 신뢰도
※ 신뢰도 = 7점 척도의 100점 환산 평균",점,"수원시정연구원, 「수원서베이」",2010,
총인구,,,,2011,
주민등록 기준,"주민등록인구 기준 총인구 수
▶2010년 주민등록에 의한 집계(연말기준), 외국인 제외
▶2011-2024년 거주자, 거주불명자, 재외국민 포함
",명,"행정안전부, 「주민등록인구현황」",2011,1088489.0
인구총조사 기준,"인구총조사 기준 총인구 수
▶2015년-2023년 외국인 포함
▶2010년 외국인 제외
",명,"통계청, 「인구총조사」",2011,
청년인구 비율,"주민등록 전체 인구 대비 청년(19~34세) 인구 수와 비율
※ 청년인구비율 = (19~34세 인구 합 ÷ 전체인구수) × 100
▶전체는 거주자, 거주불명자, 재외국민 포함
▶주민등록 연령별 인구통계는 주민등록 신고에 따른 것으로 실제 연령과는 차이가 있을 수 있음
","명, %","행정안전부, 「주민등록인구현황」",2011,25.228458900365553
청년인구,,,,2011,274609.0
고령인구 비율,"주민등록 전체 인구 대비 고령(65세 이상) 인구 수와 비율
※ 고령인구 비율 = (65세 이상 인구 합 ÷ 전체 인구 수) × 100
▶2010년 주민등록에 의한 집계(연말기준, 외국인 제외), 2010-2024년 전체는 거주자, 거주불명자, 재외국민 포함, 연말기준, 주민등록에 의한 집계
▶주민등록 연령별 인구통계는 주민등록 신고에 따른 것으로 실제 연령과는 차이가 있을 수 있음
","명, %","행정안전부, 「주민등록인구현황」",2011,7.219824913251305
고령인구,,,,2011,78587.0
주간인구지수,"상주인구 대비 주간 활동인구의 비율
▶100을 기준으로 100미만인 경우에는 통근·통학을 위해 다른 지역으로 유출됨을 의미(100이상인 경우는 그 반대)
※ 주간인구지수 = ((상주인구 + 유입인구 – 유출인구) ÷ 상주인구) ×100
▶2010년 통근·통학(10% 표본), 2015, 2020년 통근통학(20%표본)
▶일반가구, 집단가구, 집단시설가구의 가구원을 대상으로 집계(외국인가구 및 특별조사구 제외, 일반가구, 집단가구, 집단시설가구 내에 내국인과 함께 사는 외국인 포함)
▶행정구역이 시·도인 경우의 유입·유출 인구는 해당 시·도 경계를 넘어 통근·통학하는 인구이며, 행정구역이 시·군·구인 경우의 유입·유출 인구는 해당 시·군·구 경계를 넘어 통근·통학하는 인구이기 때문에, 시·도의 유입·유출 인구는 시·군·구의 유입·유출 인구의 합이 아님
",%,"통계청, 「인구총조사」",2011,
순이동률,"※ 이동률(%): 인구 백명당 이동자수 = 이동자수 ÷ 연앙인구 × 100   
▶순이동률은 전입자수와 전출자수의 차이로 계산
▶연앙인구: 1993년부터는 주민등록인구연앙인구 사용(※ 주민등록연앙인구=[연초 주민등록인구+연말 주민등록인구]/2)
▶연중 행정구역 변경시 주민등록연앙인구는 변경된 행정구역을 기준으로 연초 변경전 인구와 연말 변경후 인구의 평균, 이동자는 행정구역 변경전 이동자와 변경후 이동자의 합으로 이동률 계산
",%,"통계청, 「국내인구이동통계」",2011,0.4
합계출산율,"한 여자가 가임기간(15~49세)동안 낳을 것으로 예상되는 평균 출생아 수
",가임여성 1명당 명,"통계청, 「인구동향조사」",2011,1.218
외국인 총인구,"수원기본통계 내 외국인 인구
▶외국인 등록현황 내 외국인 총계
",명,"경기도 수원시, 「수원기본통계」",2011,29708.0
결혼이민자 수,"국민과의 혼인관계를 바탕으로 국내에 체류하고 있는 외국인으로서 F-2-1(국민의배우자 구 체류자격), F-5-2(결혼이민 영주자격), F-6-1(국민의 배우자) F-6-2(자녀양육), F-6-3(혼인단절) 체류 자격 소지자
※ 수원시는 수원시와 구별 인구의 합
",명,"법무부, 「출입국자및체류외국인통계」",2011,3579.0
다문화가정 학생 수,"국제결혼가정 학생과 외국인 가정 학생의 합(행정구역별 소계)
▶국제결혼 가정_국내출생: 한국인 부(모)와 외국인 모(부) 사이에 태어난 자녀 중 국내에서 출생한 자녀
▶국제결혼 가정_중도입국: 한국인 부(모)와 외국인 모(부) 사이에 태어난 자녀 중 외국인 부(모)의 한국 국적취득여부와 관계없이 외국에서 태어나 부모와 함꼐 중도에 국내로 입국한 자녀
▶외국인 가정: 부모가 모두 외국인이며 한국에 함께 거주하고 있는 가정의 자녀
▶교육기본통계조사 결과로, 조사기준일(매년. 4. 1.)에 따른 통계이며 공표 후 변동 없음. 유사 자료인 정보공시 자료는 수시로 수정 가능한 공시 자료로 본 통계와 다를 수 있음
",명,"한국교육개발원 국가교육통계연구본부, 국가교육통계센터 내 교육통계 데이터베이스",2011,
외국인 유학생 수,"체류자격이 유학(D-2), 일반연수(D-4) 중 ‘대학부설 어학원 연수(D-4-1), 외국어연수생(D-4-7)’인 자 
▶기준일자: 2010-2014년 1월 1일, 2015-2023년 11월1일(2015년은 11월 1일자로 데이터 구축)
",명,"행정안전부, 「지방자치단체외국인주민현황」",2011,1912.0
1인가구 비율,"일반가구 중 1인가구 수와 1인가구가 차지하는 비율
※ 1인가구 비율 = (1인가구 수 ÷ 일반가구 수) ×100
▶2010년 총가구수 대비 1인가구 비율
▶2015-2023년 일반가구를 대상으로 집계. 단, 집단가구(6인 이상 비친족 가구, 집단시설가구(기숙사, 사회시설 등)) 및 외국인가구 제외
","가구, %","통계청, 「인구총조사」",2011,
